id,target
1598,1
1606,0
1612,1
1616,0
1620,1
1624,0
1629,0
1630,0
1635,0
1640,0
1641,0
1642,0
1651,0
1655,0
1656,0
1659,0
1664,0
1667,0
1668,1
1674,1
1678,0
1680,0
1681,0
1682,0
1685,1
1695,0
1696,0
1697,0
1704,1
1708,1
1711,1
1713,1
1714,1
1717,0
1729,0
1730,0
1732,0
1734,0
1736,1
1738,1
1742,0
1743,0
1746,0
1748,1
1749,0
1751,0
1758,1
1764,0
1765,1
1777,0
1778,1
1781,0
1782,0
1783,0
1785,0
1788,0
1793,0
1794,0
1795,0
1797,0
1800,1
1801,1
1805,1
1806,0
1819,0
1820,0
1825,0
1828,0
1829,0
1830,1
1839,0
1843,0
1844,0
1846,0
1849,0
1850,0
1854,0
1855,0
1858,0
1859,1
1862,0
1867,0
1868,1
1871,0
1872,0
1874,0
1876,1
1879,0
1884,1
1891,0
1894,0
1896,0
1902,1
1903,1
1904,0
1906,0
1907,0
1912,1
1913,0
1923,0
1926,0
1928,0
1930,1
1931,0
1934,0
1936,0
1944,0
1946,0
1947,1
1958,0
1964,0
1970,0
1974,0
1977,0
1978,0
1982,1
1984,0
1988,0
1993,0
1997,0
1998,1
2002,1
2004,0
2005,1
2008,0
2011,0
2013,0
2018,1
2021,0
2025,1
2029,0
2030,0
2032,1
2037,0
2041,0
2044,0
2048,1
2052,0
2053,0
2054,0
2062,1
2065,0
2066,1
2072,0
2079,0
2080,0
2085,0
2088,0
2090,0
2092,0
2093,1
2101,1
2104,1
2105,0
2106,0
2107,0
2120,1
2124,0
2127,0
2130,0
2132,0
2135,1
2137,0
2140,1
2143,1
2147,0
2151,0
2152,1
2155,0
2156,1
2162,1
2165,0
2166,0
2167,0
2168,1
2170,0
2178,0
2180,1
2182,0
2184,0
2185,0
2187,0
2196,0
2197,0
2199,0
2200,0
2201,0
2202,1
2206,0
2208,0
2218,0
2223,1
2224,0
2226,0
2228,1
2232,1
2234,0
2243,0
2247,0
2249,1
2252,0
2253,0
2259,0
2261,1
2264,0
2268,0
2269,0
2270,0
2276,1
2283,0
2287,1
2290,1
2291,0
2293,1
2295,0
2302,1
2305,0
2310,0
2313,0
2316,0
2320,0
2322,0
2323,1
2326,1
2328,0
2331,1
2335,1
2338,0
2343,1
2344,1
2345,0
2353,0
2355,0
2357,0
2360,0
2365,0
2369,1
2371,0
2378,1
2380,0
2381,0
2383,1
2384,0
2392,0
2393,0
2401,0
2403,1
2404,1
2405,1
2407,0
2411,0
2424,0
2426,0
2431,0
2433,0
2434,0
2436,0
2439,0
2444,0
2447,0
2448,0
2449,0
2450,0
2461,0
2469,0
2472,0
2473,1
2474,0
2477,0
2481,0
2484,1
2495,0
2503,0
2509,0
2511,0
2518,0
2522,0
2525,0
2526,0
2529,0
2533,1
2549,0
2551,0
2558,0
2562,0
2563,0
2567,0
2574,0
2577,0
2578,0
2580,0
2581,0
2583,0
2584,1
2586,0
2589,0
2595,0
2596,0
2600,0
2601,0
2607,0
2610,0
2613,1
2615,0
2618,0
2620,0
2623,1
2626,0
2630,1
2634,1
2636,1
2638,1
2639,0
2646,1
2650,1
2652,0
2653,1
2654,1
2662,0
2665,1
2669,0
2674,1
2678,0
2681,1
2685,1
2686,1
2690,0
2697,0
2699,1
2704,0
2705,1
2710,1
2712,0
2713,1
2716,1
2717,0
2718,0
2721,1
2722,1
2735,0
2737,1
2738,1
2742,1
2745,0
2746,1
2747,0
2750,0
2751,1
2754,0
2762,0
2764,1
2772,0
2775,0
2776,0
2779,1
2781,0
2789,0
2790,0
2791,0
2798,0
2800,0
2804,0
2805,1
2806,0
2809,0
2810,1
2812,1
2814,0
2816,1
2818,1
2823,1
2824,0
2834,1
2837,1
2840,0
2845,0
2847,0
2848,1
2850,0
2859,1
2862,0
2868,0
2874,1
2876,0
2892,0
2894,0
2897,0
2901,0
2903,0
2904,0
2906,0
2914,0
2918,0
2919,0
2923,0
2926,0
2928,0
2930,0
2938,0
2940,0
2949,0
2951,0
2958,0
2961,0
2962,0
2964,0
2966,0
2967,0
2968,0
2972,0
2977,0
2978,0
2979,0
2981,1
2985,0
2986,0
2989,0
2994,0
2996,0
2997,0
2999,0
3002,0
3007,0
3008,0
3017,0
3020,0
3024,0
3028,1
3031,0
3032,0
3033,0
3035,0
3040,0
3041,1
3046,0
3050,0
3063,0
3065,0
3067,0
3069,0
3076,0
3078,0
3081,0
3087,0
3088,0
3094,0
3096,0
3098,0
3103,0
3110,0
3113,0
3121,0
3127,0
3128,0
3129,0
3135,0
3143,0
3146,1
3148,0
3149,0
3151,1
3156,1
3160,0
3164,0
3169,1
3178,0
3187,0
3194,0
3202,0
3203,0
3204,0
3206,0
3207,1
3208,1
3209,0
3213,1
3214,1
3215,1
3220,1
3223,0
3224,1
3226,1
3228,0
3230,1
3232,1
3233,1
3234,0
3238,0
3246,0
3247,0
3250,0
3251,0
3254,0
3257,1
3258,0
3261,0
3267,0
3268,0
3269,0
3271,0
3272,0
3273,1
3279,1
3290,0
3291,0
3293,0
3294,0
3298,1
3305,0
3306,0
3307,0
3310,0
3313,1
3314,0
3315,1
3316,0
3321,0
3325,0
3326,0
3327,0
3330,0
3331,0
3332,0
3333,0
3343,0
3344,0
3348,0
3349,0
3350,0
3352,1
3353,1
3354,0
3358,1
3360,0
3366,1
3371,0
3374,0
3375,0
3378,1
3382,0
3384,1
3385,0
3386,1
3392,1
3399,1
3407,0
3409,0
3416,0
3420,1
3422,0
3424,0
3426,0
3427,0
3434,0
3438,0
3441,0
3442,1
3443,1
3444,0
3449,0
3453,0
3454,0
3456,0
3457,0
3458,0
3461,0
3467,1
3479,0
3488,0
3491,0
3496,0
3502,0
3507,0
3511,0
3515,0
3516,0
3538,0
3539,1
3541,0
3545,0
3546,0
3547,0
3551,0
3553,0
3556,0
3558,0
3559,0
3561,0
3562,0
3563,0
3564,0
3571,0
3574,0
3576,0
3577,0
3579,0
3580,0
3586,0
3590,0
3599,0
3600,0
3601,0
3605,0
3606,0
3612,0
3614,0
3615,0
3616,1
3620,0
3622,0
3624,0
3630,0
3644,0
3649,0
3651,0
3654,0
3665,1
3668,0
3671,1
3672,0
3673,0
3677,0
3678,0
3687,1
3688,1
3693,0
3698,0
3699,0
3701,0
3703,0
3706,0
3707,0
3709,0
3711,0
3714,0
3716,0
3720,0
3728,0
3731,1
3732,0
3733,0
3734,0
3740,0
3746,0
3749,0
3751,0
3755,1
3757,1
3762,0
3767,0
3769,0
3779,0
3781,0
3782,0
3783,0
3784,0
3790,0
3791,0
3792,0
3794,0
3799,0
3801,0
3804,0
3808,0
3809,0
3811,0
3813,0
3817,0
3818,0
3823,0
3843,0
3844,0
3846,0
3847,0
3852,0
3854,0
3856,0
3863,0
3865,0
3867,0
3871,0
3872,0
3878,0
3880,0
3881,0
3882,1
3883,0
3884,1
3885,0
3886,0
3890,0
3891,1
3898,0
3902,0
3909,0
3910,0
3912,0
3915,0
3918,0
3920,0
3925,1
3928,0
3929,0
3930,0
3931,0
3934,0
3939,1
3941,0
3942,1
3943,0
3946,0
3963,0
3965,0
3966,0
3971,0
3972,0
3974,0
3976,0
3978,1
3981,0
3985,1
3986,0
3987,0
3988,0
3991,0
3999,0
4001,0
4002,0
4004,0
4007,0
4009,0
4013,0
4015,0
4016,0
4023,1
4031,0
4035,0
4036,0
4037,0
4040,0
4048,0
4053,0
4056,0
4059,1
4066,0
4067,0
4069,0
4070,0
4071,0
4073,0
4074,0
4075,0
4082,0
4090,0
4099,0
4102,0
4106,0
4109,0
4110,0
4115,0
4118,0
4120,0
4125,0
4126,0
4130,1
4134,0
4136,0
4137,0
4144,0
4148,0
4151,0
4155,1
4162,0
4165,0
4169,0
4174,0
4179,0
4185,0
4186,0
4187,0
4188,0
4190,0
4192,0
4193,0
4194,0
4195,0
4196,0
4207,1
4208,1
4215,1
4217,0
4222,0
4223,1
4226,0
4228,0
4229,0
4231,1
4234,0
4236,0
4249,1
4254,0
4258,0
4259,1
4263,0
4267,0
4277,0
4278,0
4280,0
4283,0
4285,0
4286,0
4287,0
4290,0
4291,0
4294,0
4302,0
4308,0
4310,0
4311,0
4315,1
4316,0
4319,0
4331,0
4338,0
4339,0
4340,0
4344,0
4346,0
4347,0
4360,0
4364,0
4367,0
4369,0
4370,0
4371,0
4380,0
4386,1
4389,0
4390,1
4394,0
4399,1
4400,0
4404,1
4409,1
4414,1
4417,0
4418,1
4419,1
4420,1
4422,1
4429,0
4431,1
4433,1
4434,0
4439,1
4443,1
4446,1
4447,1
4453,1
4460,0
4461,1
4462,1
4467,0
4469,1
4473,0
4474,0
4475,1
4477,0
4481,0
4483,0
4484,0
4485,0
4495,0
4497,0
4500,0
4501,0
4502,0
4505,0
4506,1
4510,0
4512,0
4513,1
4532,0
4535,0
4536,1
4540,0
4545,0
4552,0
4554,0
4555,0
4558,0
4559,0
4560,0
4566,0
4570,0
4572,0
4574,0
4581,0
4583,0
4586,0
4591,0
4594,0
4603,0
4605,1
4612,0
4613,0
4615,0
4618,0
4621,0
4623,0
4626,1
4629,0
4633,0
4636,0
4638,0
4640,1
4643,0
4645,0
4647,0
4648,1
4651,0
4652,0
4653,0
4654,0
4660,0
4662,0
4663,0
4665,0
4668,0
4676,1
4683,0
4685,0
4686,0
4701,0
4718,1
4721,0
4727,0
4728,0
4733,1
4741,0
4743,0
4746,0
4751,0
4756,0
4761,0
4763,1
4764,1
4767,1
4772,0
4776,0
4780,0
4781,0
4792,0
4796,1
4801,0
4804,0
4805,1
4806,0
4811,0
4815,0
4816,0
4817,0
4818,0
4822,0
4824,0
4827,0
4837,1
4838,0
4839,0
4841,0
4851,1
4855,0
4861,0
4862,0
4863,1
4865,0
4871,1
4873,0
4880,0
4885,0
4886,0
4902,0
4904,0
4907,1
4916,0
4921,0
4925,0
4927,0
4928,0
4930,0
4932,0
4933,1
4937,0
4939,1
4941,0
4942,0
4947,1
4949,0
4950,1
4956,0
4960,0
4963,0
4965,0
4976,0
4977,0
4987,0
4991,0
4994,1
4999,0
5003,0
5006,0
5009,0
5011,0
5012,0
5014,0
5020,0
5021,0
5023,1
5026,0
5030,1
5031,1
5036,1
5042,0
5045,1
5048,1
5051,0
5053,0
5054,0
5057,0
5058,0
5066,0
5070,0
5077,0
5081,0
5084,0
5086,0
5090,0
5091,0
5093,0
5100,0
5108,0
5111,0
5112,0
5118,0
5121,0
5123,0
5129,0
5133,1
5143,0
5147,0
5151,1
5156,0
5158,0
5161,1
5163,0
5167,0
5173,0
5205,1
5214,0
5215,0
5216,0
5217,1
5225,0
5237,0
5239,0
5240,0
5241,0
5246,0
5250,0
5253,0
5258,0
5261,0
5268,0
5275,1
5277,0
5279,0
5288,0
5289,0
5294,0
5303,1
5307,1
5311,1
5312,0
5314,1
5318,0
5327,0
5329,1
5333,1
5334,0
5340,1
5348,1
5358,0
5360,0
5361,0
5363,0
5364,0
5369,1
5370,0
5374,0
5376,1
5388,0
5390,0
5393,0
5394,0
5395,0
5398,0
5399,0
5401,0
5402,1
5405,1
5414,0
5415,0
5419,0
5421,0
5422,0
5424,0
5427,1
5429,1
5431,0
5433,0
5434,0
5435,0
5436,1
5438,0
5440,1
5441,1
5447,0
5451,0
5453,1
5456,1
5457,0
5463,0
5464,0
5470,0
5472,0
5474,0
5478,0
5483,0
5490,0
5500,0
5504,0
5508,0
5511,0
5512,0
5513,0
5516,0
5523,0
5527,0
5530,0
5533,0
5536,0
5537,0
5542,0
5543,0
5546,0
5549,0
5550,1
5551,0
5562,0
5566,0
5568,0
5571,0
5572,0
5574,0
5583,1
5585,0
5591,0
5596,0
5597,0
5601,0
5606,0
5607,1
5610,0
5615,1
5616,0
5623,0
5630,1
5636,0
5637,1
5639,0
5640,0
5643,0
5648,1
5649,0
5660,0
5666,0
5667,0
5678,0
5679,0
5681,0
5682,0
5691,1
5696,0
5697,0
5700,0
5701,0
5702,0
5708,0
5709,0
5718,1
5723,0
5725,0
5728,1
5731,1
5735,0
5737,0
5738,0
5742,0
5747,0
5749,1
5750,0
5755,0
5756,0
5761,0
5762,0
5767,0
5768,0
5770,0
5773,0
5774,0
5779,0
5782,0
5785,0
5786,0
5787,0
5788,0
5796,0
5802,1
5806,0
5809,0
5810,0
5811,0
5813,1
5820,0
5823,0
5830,0
5831,0
5838,0
5839,0
5844,0
5846,0
5851,0
5852,0
5857,0
5859,0
5860,0
5862,0
5865,0
5866,1
5871,0
5872,1
5877,0
5878,0
5879,0
5880,0
5895,0
5897,1
5910,0
5914,0
5915,0
5917,1
5924,1
5926,0
5931,1
5936,0
5940,0
5941,0
5945,1
5946,1
5948,1
5951,0
5967,0
5968,0
5969,1
5970,0
5971,1
5973,1
5976,0
5977,1
5984,1
5986,0
5993,0
5994,0
6005,0
6006,0
6008,0
6010,0
6011,0
6014,0
6016,0
6018,1
6021,0
6025,0
6028,0
6029,0
6035,0
6040,0
6042,0
6044,0
6046,0
6052,0
6054,0
6062,0
6063,0
6067,0
6068,0
6077,0
6079,1
6080,0
6081,0
6082,0
6089,0
6095,0
6101,0
6107,0
6114,0
6117,1
6121,0
6122,0
6124,0
6129,1
6131,0
6136,0
6139,0
6142,0
6143,0
6144,0
6149,0
6155,0
6157,0
6158,0
6161,0
6168,0
6172,0
6176,0
6177,0
6179,0
6180,0
6182,0
6186,0
6189,1
6190,0
6194,0
6204,0
6205,1
6209,0
6210,1
6212,0
6214,0
6221,1
6225,0
6228,0
6229,0
6231,1
6235,0
6236,1
6237,1
6238,1
6239,1
6242,1
6249,1
6250,1
6251,1
6252,0
6260,1
6264,1
6266,0
6270,1
6275,1
6279,0
6280,1
6284,1
6285,0
6286,0
6287,0
6288,0
6289,0
6290,1
6291,1
6295,0
6298,0
6307,0
6308,0
6309,0
6313,0
6316,0
6319,0
6321,0
6324,0
6327,0
6333,0
6351,0
6352,0
6353,0
6357,0
6359,0
6360,0
6364,0
6367,1
6368,0
6377,0
6378,0
6379,0
6381,0
6390,0
6401,1
6408,0
6409,0
6411,1
6419,1
6424,0
6426,0
6428,0
6431,0
6432,0
6433,1
6435,0
6437,0
6439,0
6442,0
6444,1
6447,0
6456,0
6457,1
6460,1
6468,0
6471,1
6475,0
6476,1
6479,0
6483,1
6487,0
6488,1
6489,0
6496,0
6498,1
6502,0
6503,0
6507,0
6508,0
6509,0
6517,1
6521,1
6522,0
6524,0
6526,1
6531,0
6533,0
6538,0
6539,0
6544,0
6557,0
6558,0
6562,1
6563,0
6564,0
6574,1
6578,0
6581,0
6584,1
6587,0
6589,1
6590,0
6592,0
6595,0
6599,0
6600,0
6606,0
6609,0
6612,0
6615,0
6618,0
6620,0
6623,1
6633,0
6639,0
6640,0
6641,1
6645,0
6650,0
6651,0
6652,0
6657,0
6659,1
6666,0
6671,0
6673,0
6674,0
6677,0
6680,1
6684,0
6685,0
6691,0
6692,0
6696,0
6698,0
6704,0
6705,0
6710,0
6713,0
6715,0
6717,0
6718,0
6720,0
6728,0
6732,0
6733,0
6739,0
6740,0
6741,0
6743,0
6747,0
6750,0
6752,1
6753,0
6755,0
6761,1
6763,1
6768,1
6770,1
6771,0
6777,0
6778,0
6780,0
6782,0
6786,0
6791,1
6797,0
6798,1
6803,0
6805,0
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,0
6836,0
6838,0
6840,0
6842,0
6846,0
6851,0
6853,0
6856,1
6859,0
6865,0
6866,0
6868,1
6869,0
6871,0
6873,0
6886,0
6887,0
6888,0
6889,0
6891,1
6894,0
6895,0
6899,0
6901,0
6902,0
6904,0
6906,0
6922,0
6923,0
6924,0
6927,0
6934,0
6938,0
6941,0
6942,0
6944,0
6947,0
6952,0
6957,0
6958,0
6964,0
6968,1
6969,0
6976,0
6982,0
6986,0
6987,0
6989,0
6991,0
6993,0
6995,1
6997,1
7000,0
7003,0
7004,0
7007,0
7011,1
7014,0
7016,0
7017,0
7020,0
7022,1
7028,1
7033,0
7034,0
7035,0
7038,0
7040,0
7041,0
7042,0
7045,0
7049,0
7055,0
7057,0
7062,0
7064,0
7066,0
7067,0
7072,1
7079,0
7082,1
7083,0
7084,0
7085,0
7087,0
7090,0
7094,0
7096,0
7099,0
7100,0
7101,1
7102,0
7103,0
7107,0
7110,0
7113,0
7117,0
7119,0
7123,1
7127,0
7133,0
7139,0
7143,0
7145,0
7151,0
7152,0
7153,0
7156,1
7162,0
7170,0
7172,0
7177,0
7181,0
7182,1
7189,0
7190,0
7200,0
7207,0
7209,0
7212,0
7216,0
7217,0
7219,0
7220,1
7222,0
7225,0
7233,0
7237,0
7238,0
7239,0
7240,0
7243,0
7245,0
7246,1
7249,1
7257,0
7258,0
7259,0
7262,0
7263,0
7269,0
7271,0
7273,0
7276,0
7279,0
7282,0
7284,0
7293,0
7298,0
7303,0
7304,0
7305,0
7308,0
7313,0
7314,1
7321,0
7322,0
7327,1
7333,0
7336,0
7339,1
7341,0
7346,0
7347,0
7349,0
7351,0
7353,0
7363,0
7364,1
7368,0
7370,0
7375,0
7376,0
7379,0
7382,0
7384,0
7385,1
7387,0
7388,0
7389,0
7394,0
7396,0
7398,0
7399,0
7401,0
7404,0
7406,0
7409,0
7411,0
7417,0
7420,0
7422,0
7423,0
7427,0
7429,0
7432,0
7435,0
7436,0
7440,0
7441,0
7445,0
7448,1
7449,0
7450,0
7454,0
7455,0
7460,0
7462,0
7464,1
7466,0
7468,0
7469,0
7471,0
7472,0
7483,0
7484,0
7485,0
7486,1
7487,0
7489,0
7492,0
7495,0
7499,0
7500,0
7506,0
7508,0
7509,0
7511,0
7516,0
7524,0
7538,0
7539,0
7541,0
7546,0
7549,0
7562,0
7564,0
7567,0
7572,0
7574,0
7575,0
7586,0
7592,0
7596,0
7597,1
7599,0
7606,1
7615,0
7618,0
7620,0
7624,0
7625,0
7629,0
7632,0
7636,0
7637,0
7646,0
7655,0
7658,0
7660,0
7664,1
7665,1
7666,0
7667,1
7673,0
7676,0
7682,0
7684,1
7690,0
7697,0
7700,0
7704,0
7705,0
7706,0
7708,0
7709,0
7710,0
7713,0
7716,1
7726,0
7729,1
7730,0
7732,0
7734,0
7740,0
7741,0
7745,0
7757,0
7762,0
7770,0
7776,1
7777,0
7778,0
7779,0
7782,1
7786,0
7791,0
7792,0
7794,0
7795,0
7796,0
7798,1
7805,0
7806,0
7808,0
7811,0
7814,0
7819,0
7820,0
7825,1
7829,0
7834,0
7836,1
7838,0
7841,0
7845,1
7846,0
7853,0
7856,0
7858,0
7859,0
7866,0
7875,0
7879,0
7884,0
7886,0
7890,0
7892,0
7896,0
7899,0
7900,0
7901,0
7904,0
7911,0
7917,1
7919,0
7920,0
7921,0
7922,0
7925,0
7927,0
7928,0
7931,0
7942,0
7946,0
7947,0
7948,0
7951,0
7956,0
7961,0
7964,0
7966,0
7967,0
7974,1
7975,1
7979,0
7985,0
7986,0
7993,1
7995,0
7997,0
7998,0
8004,0
8007,0
8011,0
8014,0
8022,1
8027,0
8033,0
8041,0
8042,0
8046,1
8048,1
8050,0
8051,0
8052,1
8053,0
8054,0
8059,1
8063,0
8072,0
8075,1
8076,0
8077,0
8078,0
8080,0
8082,0
8086,0
8090,0
8092,1
8093,0
8099,1
8104,0
8107,0
8108,1
8114,0
8115,1
8117,1
8123,1
8124,0
8127,0
8132,0
8134,1
8139,1
8145,0
8148,0
8151,1
8152,1
8153,0
8157,1
8160,1
8166,1
8167,1
8173,0
8174,1
8178,0
8179,0
8185,0
8186,1
8192,1
8193,1
8194,0
8197,1
8198,0
8199,1
8200,0
8206,0
8207,0
8220,0
8222,0
8227,0
8228,0
8229,0
8230,0
8233,0
8248,1
8249,1
8255,1
8260,1
8263,0
8265,0
8268,0
8269,1
8272,1
8273,0
8275,1
8277,0
8281,1
8282,0
8290,0
8293,0
8299,0
8302,0
8303,0
8305,0
8306,0
8307,0
8308,0
8313,0
8316,0
8319,0
8322,0
8323,0
8325,0
8326,1
8327,0
8328,0
8331,0
8333,0
8336,0
8338,0
8340,0
8342,0
8343,0
8353,1
8354,0
8357,0
8358,0
8359,0
8373,0
8376,0
8379,1
8380,0
8381,0
8384,0
8395,0
8398,0
8403,1
8407,0
8413,0
8417,0
8420,0
8421,1
8424,0
8426,0
8427,0
8438,0
8439,0
8442,0
8449,1
8456,0
8460,1
8462,0
8465,0
8466,1
8467,0
8469,0
8470,0
8474,0
8479,0
8481,0
8482,1
8485,0
8488,0
8492,0
8493,0
8495,0
8499,0
8501,0
8519,0
8521,0
8525,0
8527,1
8529,0
8532,0
8534,0
8535,0
8537,1
8544,0
8548,0
8549,0
8552,0
8554,0
8563,0
8564,0
8565,0
8566,1
8568,0
8569,1
8573,0
8583,0
8588,0
8590,0
8592,0
8593,0
8594,0
8597,0
8600,1
8601,0
8602,0
8603,0
8604,1
8605,0
8611,0
8614,0
8616,1
8617,0
8619,1
8626,0
8629,0
8630,0
8632,0
8634,0
8641,0
8645,0
8649,1
8652,0
8666,0
8671,1
8672,1
8675,0
8678,0
8679,0
8682,0
8687,0
8701,1
8703,1
8707,1
8713,0
8716,0
8719,0
8725,0
8730,0
8731,1
8748,0
8749,0
8756,0
8764,0
8765,0
8769,1
8771,0
8772,1
8773,0
8779,0
8792,0
8794,1
8796,0
8798,1
8803,0
8807,0
8809,0
8811,0
8813,0
8814,1
8818,0
8819,0
8820,1
8821,1
8822,0
8824,1
8826,0
8827,0
8828,1
8833,0
8834,1
8845,0
8847,0
8849,0
8861,0
8867,0
8868,0
8870,1
8873,0
8874,0
8876,1
8877,0
8879,0
8882,0
8884,0
8889,0
8891,0
8894,0
8895,0
8897,0
8898,1
8901,1
8904,0
8909,0
8910,0
8911,0
8915,0
8917,0
8918,0
8919,0
8922,0
8925,0
8928,0
8929,0
8930,0
8932,0
8937,0
8940,0
8943,0
8950,0
8951,0
8954,0
8958,1
8960,0
8964,0
8975,0
8977,1
8981,1
8982,0
8984,0
8988,1
8990,1
8991,0
8995,0
8997,1
9003,0
9004,1
9010,0
9011,1
9013,0
9014,1
9015,0
9017,1
9019,0
9021,0
9024,1
9032,1
9035,1
9036,1
9037,1
9043,0
9046,0
9048,1
9049,1
9050,0
9056,0
9063,0
9065,0
9066,1
9068,0
9069,1
9070,0
9073,0
9076,0
9091,0
9092,0
9104,0
9105,0
9108,0
9111,0
9115,0
9117,0
9122,0
9125,0
9127,0
9129,0
9133,0
9136,0
9138,0
9140,0
9147,0
9150,0
9152,0
9153,0
9155,0
9158,0
9160,0
9163,0
9165,0
9167,0
9168,0
9170,0
9176,0
9178,0
9184,0
9186,0
9188,0
9189,0
9190,0
9196,1
9198,0
9199,1
9200,1
9201,0
9202,1
9204,0
9205,0
9213,0
9214,0
9224,0
9227,0
9228,0
9229,0
9234,1
9236,0
9241,1
9243,1
9245,0
9256,1
9258,1
9261,1
9274,1
9279,1
9282,1
9284,1
9285,0
9291,0
9295,0
9299,0
9302,0
9304,0
9305,0
9306,0
9310,0
9312,0
9316,0
9318,0
9323,1
9326,0
9327,0
9328,0
9331,0
9335,0
9336,0
9340,1
9349,0
9352,0
9353,1
9354,1
9356,0
9357,1
9358,0
9359,0
9364,0
9366,0
9369,1
9370,0
9379,1
9381,1
9383,1
9389,1
9390,0
9392,0
9394,1
9398,0
9399,1
9400,0
9407,0
9409,0
9412,0
9413,0
9415,0
9419,1
9423,0
9424,0
9426,0
9427,0
9428,0
9429,0
9433,0
9437,0
9440,0
9442,1
9443,0
9444,1
9447,0
9459,0
9461,0
9462,0
9464,1
9473,0
9475,0
9476,1
